Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03 00:00:00-05:00,199.42999267578125,201.0500030517578,189.9199981689453,192.1999969482422,191.73941040039062,1124500
2022-01-04 00:00:00-05:00,190.47000122070312,190.47000122070312,180.3699951171875,183.4499969482422,183.01034545898438,2186700
2022-01-05 00:00:00-05:00,183.3300018310547,185.52000427246094,180.9499969482422,181.05999755859375,180.6260986328125,991400
2022-01-06 00:00:00-05:00,179.0800018310547,183.00999450683594,176.27999877929688,181.60000610351562,181.16481018066406,1320000
2022-01-07 00:00:00-05:00,181.50999450683594,183.47999572753906,179.4600067138672,181.64999389648438,181.21469116210938,884200
2022-01-10 00:00:00-05:00,178.64999389648438,184.0,177.7899932861328,183.75,183.30966186523438,874700
2022-01-11 00:00:00-05:00,183.0,183.32000732421875,172.22000122070312,178.4600067138672,178.03233337402344,2118500
2022-01-12 00:00:00-05:00,178.4199981689453,183.1699981689453,178.24000549316406,182.80999755859375,182.37188720703125,928600
2022-01-13 00:00:00-05:00,183.0800018310547,183.0800018310547,177.77999877929688,179.52999877929688,179.0997772216797,1368400
2022-01-14 00:00:00-05:00,178.58999633789062,180.2100067138672,175.66000366210938,178.47000122070312,178.0423126220703,1470800
2022-01-18 00:00:00-05:00,175.17999267578125,177.27000427246094,173.60000610351562,173.77999877929688,173.36355590820312,1077400
2022-01-19 00:00:00-05:00,174.55999755859375,177.86000061035156,173.67999267578125,176.8000030517578,176.3762969970703,1190600
2022-01-20 00:00:00-05:00,177.8800048828125,179.7899932861328,174.4499969482422,175.13999938964844,174.7895050048828,809500
2022-01-21 00:00:00-05:00,175.13999938964844,176.77999877929688,173.0,174.8800048828125,174.530029296875,849000
2022-01-24 00:00:00-05:00,173.1999969482422,174.9499969482422,164.6199951171875,174.11000061035156,173.7615509033203,1979600
2022-01-25 00:00:00-05:00,170.6300048828125,171.41000366210938,167.1699981689453,168.86000061035156,168.52206420898438,932400
2022-01-26 00:00:00-05:00,168.13999938964844,172.5,165.39999389648438,166.47000122070312,166.13685607910156,726500
2022-01-27 00:00:00-05:00,167.92999267578125,168.4199981689453,163.36000061035156,163.85000610351562,163.5220947265625,893200
2022-01-28 00:00:00-05:00,164.35000610351562,169.5,162.1999969482422,169.42999267578125,169.09091186523438,959900
2022-01-31 00:00:00-05:00,168.7100067138672,172.19000244140625,168.10000610351562,172.1699981689453,171.82545471191406,996200
2022-02-01 00:00:00-05:00,172.86000061035156,174.83999633789062,170.75999450683594,174.27999877929688,173.9312286376953,1094300
2022-02-02 00:00:00-05:00,174.97999572753906,186.50999450683594,172.5500030517578,185.1199951171875,184.74952697753906,2117100
2022-02-03 00:00:00-05:00,184.72999572753906,189.69000244140625,183.5800018310547,187.94000244140625,187.5638885498047,1770200
2022-02-04 00:00:00-05:00,186.82000732421875,186.82000732421875,182.38999938964844,182.9499969482422,182.5838623046875,1008300
2022-02-07 00:00:00-05:00,183.1300048828125,185.5,181.63999938964844,182.49000549316406,182.1248016357422,636800
2022-02-08 00:00:00-05:00,180.5500030517578,185.57000732421875,180.25,184.74000549316406,184.3702850341797,514200
